BENETTON GROUP SPA,WALGREENS BOOTS ALLIANCE,3,27
BENETTON GROUP SPA,LIBERA UNIVERSITÀ DI LINGUE E COMUNICAZIONE IULM,2,80
BENETTON GROUP SPA,REPLAY,4,11
BENETTON GROUP SPA,UPIM SRL,5,27
BENETTON GROUP SPA,GRUPPO TEDDY,2,27
BENETTON GROUP SPA,CAMAIEU,2,27
BENETTON GROUP SPA,TOYSCENTER,2,27
BENETTON GROUP SPA,PINACOTECA GIOVANNI E MARELLA AGNELLI,2,98
BENETTON GROUP SPA,PREVIMEDICAL SPA,2,42
BENETTON GROUP SPA,ECOR NATURASI SPA,2,80
BENETTON GROUP SPA,GRUPPOPAM,2,80
BENETTON GROUP SPA,IT AUCTION SRL,2,141
BENETTON GROUP SPA,VENE.R.E. - VENEZIA REAL ESTATE SRL,2,11
BENETTON GROUP SPA,AMAZON,2,116
BENETTON GROUP SPA,AUCHAN SPA,2,27
BENETTON GROUP SPA,AXA ASSICURAZIONI SPA,2,27
BENETTON GROUP SPA,ALLEANZA ASSICURAZIONI SPA,2,42
BENETTON GROUP SPA,BANCA IFIS SPA,2,41
BENETTON GROUP SPA,ARTEMEST,2,98
BENETTON GROUP SPA,AMART ANTIQUARIATO A MILANO,2,98
BENETTON GROUP SPA,AUTA MAROCCHI SPA,2,141
BENETTON GROUP SPA,ALDEBRA SPA,2,41
GRUPPO COIN,NESTLÉ NESPRESSO,3,27
GRUPPO COIN,OVS SPA,51,27
GRUPPO COIN,SAFILO GROUP,2,27
GRUPPO COIN,WIND TRE SPA,2,8
GRUPPO COIN,MAISONS DU MONDE,2,27
GRUPPO COIN,IKEA,3,27
GRUPPO COIN,RALPH LAUREN,2,50
GRUPPO COIN,OP ARCHITETTI ASSOCIATI,2,50
GRUPPO COIN,MEDIAWORLD,3,27
GRUPPO COIN,LIDL,3,27
GRUPPO COIN,LA RINASCENTE SPA,5,27
GRUPPO COIN,GRUPPO PAM SPA,11,27
GRUPPO COIN,SEPHORA,3,27
GRUPPO COIN,T-SYSTEMS SPA,2,5
GRUPPO COIN,UMANA SPA,2,137
GRUPPO COIN,PRECA BRUMMEL SPA,2,27
GRUPPO COIN,UPIM SRL,14,27
GRUPPO COIN,PITTAROSSO,2,27
GRUPPO COIN,PAM PANORAMA SPA,2,27
GRUPPO COIN,FREELANCE,2,27
GRUPPO COIN,EUROSPIN TIRRENICA SPA,2,27
GRUPPO COIN,AUCHAN SPA,2,27
GRUPPO COIN,ARMA DEI CARABINIERI,2,8
GRUPPO COIN,EXCELSIOR MILANO,3,27
GRUPPO COIN,DFS GROUP LIMITED,2,137
GRUPPO COIN,COIN SPA,2,27
GRUPPO COIN,COIN EXCELSIOR,3,27
GRUPPO COIN,3,2,8
MAXMARA,UNIVERSITÀ DEGLI STUDI DI PARMA,2,8
MAXMARA,MICHAEL KORS,2,11
MAXMARA,SALVATORE FERRAGAMO,2,27
MAXMARA,RANDSTAD,2,137
MAXMARA,WEBRANKING,2,80
MAXMARA,SLOWEAR,2,27
MAXMARA,TEIKOS LAB SRL,2,96
MAXMARA,ZUGEER,2,96
MAXMARA,FREELANCE,3,50
MAXMARA,H&M GROUP,2,141
MAXMARA,GUCCI,2,137
MAXMARA,CALZEDONIA GROUP,3,27
MAXMARA,HUGO BOSS,2,27
MAXMARA,FENDI,4,80
MAXMARA,INDITEX,3,27
MAXMARA,CHANEL,3,11
MAXMARA,MASERATI SPA,3,96
MAXMARA,LUISAVIAROMA.COM,2,6
MAXMARA,GUESS,2,27
MAXMARA,INDUSTREE GROUP,2,6
MAXMARA,KIABI,2,27
MAXMARA,MARINA RINALDI,5,98
MAXMARA,FONDAZIONE SUM,2,98
MAXMARA,EMBASSY OF  WASHINGTON D.C.,2,98
FREELANCE,FONDIARIA SAI SPA - GRUPPO UNIPOL,5,42
FREELANCE,MARAZZI GROUP,2,135
FREELANCE,UNIVERSITÀ DEGLI STUDI DI NAPOLI FEDERICO II,10,50
FREELANCE,UNIVERSITÀ DEGLI STUDI DI FIRENZE,16,50
FREELANCE,UNIPOLSAI ASSICURAZIONI - GRUPPO UNIPOL,22,42
FREELANCE,POLITECNICO DI TORINO,3,50
FREELANCE,NESTLÉ NESPRESSO,3,27
FREELANCE,H&M GROUP,2,50
FREELANCE,UNIVERSITÀ DEGLI STUDI DI BOLOGNA,12,50
FREELANCE,GRUPPO INTESA SANPAOLO,67,45
FREELANCE,PIAGGIO SPA,2,11
FREELANCE,GORI - WINE & SPIRITS LOGISTICS,3,11
FREELANCE,MAIRE TECNIMONT SPA,3,116
FREELANCE,INAIL,6,137
FREELANCE,MARKAS SRL,2,141
FREELANCE,SAFILO GROUP,2,11
FREELANCE,UNIVERSITÀ CATTOLICA DI MILANO,9,11
FREELANCE,WYCON COSMETICS,2,50
FREELANCE,MONDO CONVENIENZA,3,50
FREELANCE,ZURICH INSURANCE GROUP,10,42
FREELANCE,POLITECNICO DI MILANO,16,50
FREELANCE,VODAFONE SPA,14,8
FREELANCE,SELF EMPLOYED,10,96
FREELANCE,GRUPPO GENERALI SPA,46,42
FREELANCE,ITALTEL SPA,4,5
FREELANCE,UNIVERSITÀ DEGLI STUDI DI ROMA 'LA SAPIENZA',39,50
FREELANCE,UNIVERSITÀ DEGLI STUDI DI PARMA,3,116
FREELANCE,WIND TRE SPA,15,8
FREELANCE,UNIVERSITÀ DEGLI STUDI DI FERRARA,2,50
FREELANCE,UNIVERSITÀ DEGLI STUDI DI TRENTO,2,11
FREELANCE,GRUPPO CREDIT AGRICOLE,4,96
FREELANCE,UNIVERSITÀ DEGLI STUDI DI CATANIA,4,50
FREELANCE,UNIRSM - UNIVERSITÀ DEGLI STUDI DELLA REPUBBLICA DI SAN MARINO,2,80
FREELANCE,GRUPPO GIORGIO ARMANI,3,27
FREELANCE,UNICOOP FIRENZE,2,141
FREELANCE,SALVATORE FERRAGAMO,2,137
FREELANCE,MONTE DEI PASCHI DI SIENA,13,41
FREELANCE,MAISONS DU MONDE,2,6
FREELANCE,IKEA,11,50
FREELANCE,VARIE,2,11
FREELANCE,STUDIO DI ARCHITETTURA,4,50
FREELANCE,GRUPPO CEPU,3,48
FREELANCE,REGIONE CAMPANIA,2,48
FREELANCE,TELECOM SPA,13,8
FREELANCE,POSTE ITALIANE SPA,21,50
FREELANCE,IBL BANCA,4,43
FREELANCE,MINISTERO ISTRUZIONE UNIVERSITA' E RICERCA,53,50
FREELANCE,SAINT-GOBAIN,4,50
FREELANCE,UNIVERSITÀ DEGLI STUDI DI GENOVA,2,6
FREELANCE,LEO BURNETT GROUP,10,80
FREELANCE,YVES ROCHER,3,80
FREELANCE,LEROY MERLIN SRL,9,50
FREELANCE,HERBALIFE,2,80
FREELANCE,GRUPPO MEDIOBANCA SPA,10,41
FREELANCE,PWC SPA,25,11
FREELANCE,UNIVERSITA DI TOR VERGATA,6,70
FREELANCE,NATIONAL INSTRUMENTS,2,4
FREELANCE,GI GROUP,2,137
FREELANCE,MINISTERO DELLA GIUSTIZIA,4,141
FREELANCE,GRUPPO FIAT,3,11
FREELANCE,RCS MEDIAGROUP,2,43
FREELANCE,P.P.G.,2,50
FREELANCE,STUDIO ARCHEFICE,2,50
FREELANCE,UNIVERSITÀ,2,11
FREELANCE,UNIVERSITÀ DEGLI STUDI DI PAVIA,2,11
FREELANCE,PRIVATI,2,98
FREELANCE,UNIVERSITÀ TELEMATICA PEGASO,2,5
FREELANCE,INA ASSITALIA,8,42
FREELANCE,UNIVERSITÀ DEGLI STUDI DI TORINO,3,137
FREELANCE,HAYS,2,11
FREELANCE,SPEA ENGINEERING SPA,2,98
FREELANCE,STUDIO TECNICO,2,48
FREELANCE,MEDIAWORLD,2,27
FREELANCE,PRAXI SPA,3,11
FREELANCE,MANPOWER GROUP,8,137
FREELANCE,GUCCI,4,50
FREELANCE,MARINA MILITARE,2,48
FREELANCE,GOOGLE,6,6
FREELANCE,HUAWEI,4,8
FREELANCE,LUXOTTICA GROUP SPA,4,96
FREELANCE,LIDL,2,48
FREELANCE,PRADA GROUP,6,50
FREELANCE,TIM SPA,13,8
FREELANCE,UNICREDIT BANCA,3,41
FREELANCE,GRUPPO FERROVIE DELLO STATO ITALIANE,2,80
FREELANCE,GRUPPO UNIPOL,3,42
FREELANCE,GRUPPO BNP PARIBAS,7,41
FREELANCE,RFI RETE FERROVIARIA ITALIANA,5,48
